fighter_name,Height,Weight,Reach,Stance,DOB,fighter_name
1716,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975",Jason Lambert
1717,"5' 11""",170 lbs.,,Orthodox,"Sep 09, 1973",Jose Landi-Jons
1718,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988",Nate Landwehr
1719,"6' 6""",245 lbs.,,Orthodox,"Nov 09, 1987",Austen Lane
1720,,155 lbs.,,,"Aug 26, 1986",Aaron Lanfranco
1721,"5' 11""",205 lbs.,,Southpaw,"May 11, 1975",Jeremy Lang
1722,,205 lbs.,,,"Aug 31, 1980",Lionel Lanham
1723,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",Lina Lansberg
1724,"5' 6""",135 lbs.,"73""",Southpaw,"Apr 08, 1992",Taylor Lapilus
1725,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 23, 1986",Chad Laprise
1726,"5' 9""",170 lbs.,,Southpaw,"Feb 13, 1980",Anthony Lapsley
1727,"5' 6""",145 lbs.,"66""",Orthodox,"Oct 15, 1997",TJ Laramie
1728,"6' 3""",235 lbs.,,Orthodox,"Mar 12, 1980",Icho Larenas
1729,"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986",Lorenz Larkin
1730,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984",Jeremy Larsen
1731,"5' 11""",170 lbs.,"71""",Southpaw,"Aug 23, 1977",Brock Larson
1732,,170 lbs.,,,"Dec 30, 1980",Ryan Larson
1733,"6' 3""",255 lbs.,"78""",Orthodox,"Jul 16, 1976",Bobby Lashley
1734,"5' 10""",205 lbs.,"73""",Orthodox,"Jul 28, 1983",Ilir Latifi
1735,"6' 0""",215 lbs.,,,,Sione Latu
1736,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988",Jenel Lausa
1737,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",Joe Lauzon
1738,"5' 10""",155 lbs.,,Orthodox,"Mar 30, 1988",Dan Lauzon
1739,"5' 8""",170 lbs.,,,"May 24, 1976",Chatt Lavender
1740,"6' 0""",205 lbs.,"78""",Southpaw,"Jan 11, 1981",Muhammed Lawal
1741,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",Robbie Lawler
1742,"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",Tom Lawlor
1743,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990",Justin Lawrence
1744,"6' 1""",145 lbs.,"74""",Orthodox,"Jun 26, 1993",Lance Lawrence
1745,"5' 8""",135 lbs.,"68""",Switch,"Jun 13, 1992",Ronnie Lawrence
1746,"6' 0""",185 lbs.,,Orthodox,,Eric Lawson
1747,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 15, 1985",Valmir Lazaro
1748,"6' 1""",170 lbs.,"76""",Orthodox,"Nov 16, 1987",Mounir Lazzez
1749,"5' 9""",185 lbs.,"70""",Southpaw,"May 25, 1972",Cung Le
1750,"5' 9""",145 lbs.,"74""",Orthodox,"Aug 28, 1985",Thanh Le
1751,"5' 9""",155 lbs.,"71""",Southpaw,"Jun 02, 1995",Jordan Leavitt
1752,"6' 3""",265 lbs.,,Southpaw,"Dec 26, 1972",Jerome LeBanner
1753,"5' 11""",185 lbs.,"73""",Southpaw,"Jul 21, 1980",Chris Leben
1754,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987",Mickael Lebout
1755,"5' 9""",145 lbs.,,Orthodox,"Jun 30, 1982",Stephen Ledbetter
1756,"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988",Justin Ledet
1757,"5' 11""",205 lbs.,,Southpaw,"Sep 22, 1973",James Lee
1758,"5' 10""",155 lbs.,,Orthodox,,David Lee
1759,,,,,,Jackie Lee
1760,"6' 1""",215 lbs.,,Orthodox,"Mar 07, 1982",Eun Soo Lee
1761,"6' 6""",295 lbs.,,Orthodox,"Jan 17, 1975",Tae Hyun Lee
1762,"5' 7""",145 lbs.,,Orthodox,"Jan 20, 1977",Tommy Lee
1763,"5' 11""",155 lbs.,,Orthodox,,Matt Lee
1764,,,,Orthodox,,Imani Lee
1765,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",Vaughan Lee
1766,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",Kevin Lee
1767,"5' 9""",145 lbs.,,Orthodox,"Apr 08, 1987",Rocky Lee
1768,"5' 6""",125 lbs.,"69""",Orthodox,"Feb 11, 1989",Andrea Lee
1769,"5' 8""",170 lbs.,,,,Ricky Legere Jr.
1770,"5' 8""",155 lbs.,,Southpaw,"Oct 27, 1978",Sherron Leggett
1771,"5' 8""",135 lbs.,"73""",Orthodox,"Mar 15, 1994",Cheyden Leialoha
1772,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",Thales Leites
1773,"6' 2""",215 lbs.,,Orthodox,"Jun 03, 1974",Stefan Leko
1774,"5' 8""",155 lbs.,,Orthodox,,Gabe Lemley
1775,"5' 4""",135 lbs.,"65""",Southpaw,"May 22, 1987",Amanda Lemos
1776,"6' 3""",247 lbs.,"75""",Orthodox,"Jun 23, 1989",Giacomo Lemos
1777,"6' 0""",200 lbs.,,Southpaw,,Christophe Leninger
1778,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982",Jesse Lennox
1779,"6' 0""",185 lbs.,,Orthodox,"Nov 29, 1972",Jean Francois Lenogue
1780,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",Nik Lentz
1781,"5' 8""",238 lbs.,,,,Alberta Cerra Leon
1782,"5' 6""",135 lbs.,,Orthodox,"May 27, 1987",Anthony Leone
1783,"6' 0""",170 lbs.,,,"Feb 19, 1980",Chad Leonhardt
1784,"6' 3""",235 lbs.,,Orthodox,"Jan 05, 1968",Kimo Leopoldo
1785,,,,,,Michael Lerma
1786,,170 lbs.,,,"Nov 05, 1981",Lukasz Les
1787,"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",Brock Lesnar
1788,"5' 11""",170 lbs.,,Orthodox,"Jun 10, 1984",Frank Lester
1789,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 29, 1983",Valerie Letourneau
1790,"5' 7""",145 lbs.,"71""",,"Aug 21, 1992",Leah Letson
1791,"5' 11""",185 lbs.,,Orthodox,"Apr 18, 1980",Justin Levens
1792,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982",Marcus LeVesseur
1793,"6' 5""",275 lbs.,,,,David Levicki
1794,,,,,,Kyle Levinton
1795,"6' 0""",155 lbs.,,Southpaw,,John Lewis
1796,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",Derrick Lewis
1797,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991",Bevon Lewis
1798,"6' 9""",243 lbs.,,,"Aug 10, 1983",Chi Lewis-Parry
1799,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",Jingliang Li
1800,"5' 9""",170 lbs.,"72""",Orthodox,,Jess Liaudin
1801,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",Chuck Liddell
1802,,,,,,Sam Liera
1803,"5' 8""",170 lbs.,,Orthodox,"Feb 06, 1974",Zach Light
1804,"6' 2""",205 lbs.,,,"Oct 15, 1978",Scott Lighty
1805,"5' 9""",185 lbs.,,Orthodox,,Chris Liguori
1806,"5' 9""",170 lbs.,,Orthodox,,Donnie Liles
1807,"5' 9""",170 lbs.,,Orthodox,"Nov 09, 1979",Jae Suk Lim
1808,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985",Hyun Gyu Lim
1809,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982",Juliana Lima
1810,"6' 2""",170 lbs.,"75""",Orthodox,"Jan 31, 1989",Dhiego Lima
1811,"6' 1""",170 lbs.,,,"Jan 05, 1988",Douglas Lima
1812,"5' 2""",135 lbs.,,Orthodox,"Jan 25, 1994",Mabelly Lima
1813,,,,,,Miguel Linares
1814,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",Matt Lindland
1815,"5' 11""",155 lbs.,,Switch,"Jun 21, 1986",Jake Lindsey
1816,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",John Lineker
1817,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994",Austin Lingo
1818,"6' 2""",185 lbs.,,Orthodox,"Dec 08, 1973",Lucio Linhares
1819,"6' 2""",240 lbs.,"78""",Orthodox,"Aug 17, 1985",Philipe Lins
1820,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",Ariane Lipski
1821,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",Dean Lister
1822,"6' 4""",205 lbs.,,,,Wesley Little
1823,"5' 11""",155 lbs.,,,"Sep 04, 1982",Abner Lloveras
1824,"5' 7""",155 lbs.,,Orthodox,,Brian Lo-A-Njoe
1825,"5' 11""",199 lbs.,,Orthodox,"Feb 26, 1968",John Lober
1826,"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",Artem Lobov
1827,"5' 9""",145 lbs.,"72""",Orthodox,"May 19, 1992",Dylan Lockard
1828,"6' 3""",185 lbs.,,Orthodox,"May 23, 1982",Sean Loeffler
1829,"6' 2""",155 lbs.,"77""",Southpaw,"Jan 24, 1995",Christian Lohsen
1830,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979",David Loiseau
1831,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",Hector Lombard
1832,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 03, 1990",Michael Lombardo
1833,,145 lbs.,,,"Feb 18, 1978",Rocky Long
1834,"5' 9""",145 lbs.,,Orthodox,,Thomas Longacre
1835,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",Loma Lookboonmee
1836,"6' 2""",185 lbs.,,,"Oct 05, 1979",Lucas Lopes
1837,"5' 5""",135 lbs.,,,"Sep 26, 1984",Dileno Lopes
1838,"5' 6""",135 lbs.,,Southpaw,,Ivan Lopez
1839,"5' 11""",155 lbs.,,Orthodox,"Jul 30, 1984",Steve Lopez
1840,"5' 4""",139 lbs.,,Orthodox,,Federico Lopez
1841,"5' 10""",170 lbs.,,Orthodox,"Nov 21, 1988",Jorge Lopez
1842,"5' 10""",170 lbs.,,,"Jan 30, 1986",Christopher Lopez
1843,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987",Matthew Lopez
1844,"5' 10""",135 lbs.,"73""",Switch,"Apr 06, 1994",Benito Lopez
1845,"5' 5""",135 lbs.,"67""",Orthodox,"Jun 27, 1989",Gustavo Lopez
1846,"5' 10""",145 lbs.,"70""",Switch,"Dec 05, 1989",Brendan Loughnane
1847,"6' 2""",185 lbs.,,Orthodox,"Jul 28, 1980",Nate Loughran
1848,,155 lbs.,,,,Rashard Lovelace
1849,"5' 8""",145 lbs.,,Orthodox,"Sep 07, 1983",Ian Loveland
1850,"6' 3""",205 lbs.,,Orthodox,,Jakob Lovstad
1851,"5' 7""",145 lbs.,,Southpaw,"Oct 31, 1980",Waylon Lowe
1852,,155 lbs.,,,,Brandon Lowe
1853,"5' 10""",155 lbs.,,Orthodox,"Dec 12, 1989",Joseph Lowry
1854,"6' 2""",245 lbs.,,,,Robert Lucarelli
1855,"6' 1""",205 lbs.,,,,Matt Lucas
1856,"5' 6""",155 lbs.,,,,Cleber Luciano
1857,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",Duane Ludwig
1858,"5' 8""",145 lbs.,,Orthodox,"Jul 24, 1979",Mike Lullo
1859,"5' 8""",205 lbs.,"76""",Orthodox,"Jul 31, 1987",Dalcha Lungiambula
1860,"6' 0""",385 lbs.,,Orthodox,"Sep 03, 1974",Alexandru Lungu
1861,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",Vicente Luque
1862,"6' 3""",210 lbs.,,,,Thaddeus Luster
1863,"5' 11""",185 lbs.,"75""",Orthodox,"May 12, 1973",Travis Lutter
1864,"5' 8""",155 lbs.,"72""",Orthodox,"Jul 12, 1994",Tucker Lutz
1865,"5' 8""",145 lbs.,"67""",Switch,"Jun 25, 1993",Zhenhong Lv
1866,"5' 10""",170 lbs.,,Orthodox,,Stevie Lynch
1867,"5' 10""",155 lbs.,,Orthodox,,Adam Lynn
1868,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",Chris Lytle
1869,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988",Dong Hyun Ma
1870,"5' 11""",170 lbs.,"75""",Orthodox,"Jul 01, 1991",William Macario
1871,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",Jason MacDonald
1872,"6' 3""",205 lbs.,"78""",Orthodox,"Sep 05, 1978",Rob MacDonald
1873,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",Rory MacDonald
1874,"5' 11""",135 lbs.,"71""",Switch,"Mar 18, 1993",Ryan MacDonald
1875,"5' 4""",125 lbs.,"64""",Southpaw,"Oct 30, 1995",Veronica Macedo
1876,,170 lbs.,,,,Clayton MacFarlane
1877,"5' 4""",125 lbs.,,,,Ilima Macfarlane
1878,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",Lyoto Machida
1879,"5' 11""",170 lbs.,,Orthodox,"Nov 30, 1981",War Machine
1880,"5' 9""",185 lbs.,,Switch,,Anthony Macias
1881,"5' 4""",115 lbs.,,,"Jun 27, 1988",Pauline Macias
1882,"5' 11""",155 lbs.,"73""",Orthodox,"Jun 20, 1978",Reza Madadi
1883,"6' 0""",155 lbs.,"72""",Southpaw,"Nov 12, 1990",Don Madge
1884,"6' 0""",170 lbs.,,Orthodox,,Ryan Madigan
1885,"6' 0""",240 lbs.,"72""",Orthodox,"Feb 12, 1980",Jon Madsen
1886,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 23, 1984",Mark Madsen
1887,"5' 7""",139 lbs.,"68""",Southpaw,"Oct 31, 1981",Yoshiro Maeda
1888,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989",Leonardo Mafra
1889,"6' 3""",205 lbs.,"75""",Orthodox,"Jul 02, 1984",Vinny Magalhaes
1890,,145 lbs.,,,"Jul 30, 1971",Vinicius Magalhaes
1891,"6' 1""",185 lbs.,"73""",Orthodox,"Dec 14, 1987",Caio Magalhaes
1892,"5' 9""",155 lbs.,,Orthodox,"Apr 08, 1981",Bernardo Magalhaes
1893,,,,,,Eric Magana
1894,,170 lbs.,,Orthodox,,Brandon Magana
1895,"5' 1""",115 lbs.,"65""",Orthodox,"Aug 02, 1983",Angela Magana
1896,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",Neil Magny
1897,"6' 0""",250 lbs.,,Orthodox,,Ibragim Magomedov
1898,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984",Rashid Magomedov
1899,"6' 3""",242 lbs.,"78""",Orthodox,"Nov 26, 1986",Ruslan Magomedov
1900,"6' 1""",145 lbs.,"73""",Orthodox,"Mar 01, 1991",Zabit Magomedsharipov
1901,"5' 9""",155 lbs.,"69""",Southpaw,"May 19, 1983",John Maguire
1902,,,,,,Lolohea Mahe
1903,,145 lbs.,,,,Michelle Maher
1904,"6' 3""",200 lbs.,,Orthodox,"Feb 01, 1967",Bill Mahood
1905,"5' 9""",125 lbs.,,,"Nov 30, 1986",Klayton Mai
1906,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",Demian Maia
1907,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988",Jennifer Maia
1908,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989",Levan Makashvili
1909,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",John Makdessi
1910,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991",Islam Makhachev
1911,"5' 6""",195 lbs.,,Southpaw,"Feb 13, 1970",Aliev Makhmud
1912,"5' 4""",125 lbs.,"64""",Southpaw,"Apr 19, 1983",Zach Makovsky
1913,"5' 11""",155 lbs.,,,,Jeremy Malaterre
1914,"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980",Fabio Maldonado
1915,"5' 6""",135 lbs.,,,,Marvin Maldonado
1916,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 23, 1991",Bea Malecki
1917,"5' 8""",155 lbs.,,,"May 16, 1986",Nazareno Malegarie
1918,"5' 11""",200 lbs.,,Orthodox,,Carl Malenko
1919,"6' 1""",185 lbs.,,,,Jacob Malkoun
1920,"6' 0""",145 lbs.,,,,Mike Malott
1921,"5' 9""",170 lbs.,,Orthodox,"Feb 01, 1980",Troy Mandaloniz
1922,"5' 10""",135 lbs.,"72""",Orthodox,"Jun 27, 1991",Nate Maness
1923,,155 lbs.,,,,Michael Mangan
1924,"5' 7""",135 lbs.,,,,Gary Mangat
1925,"5' 9""",185 lbs.,,Orthodox,"May 11, 1976",Melvin Manhoef
1926,"5' 5""",154 lbs.,,Southpaw,"Dec 27, 1976",Melchor Manibusan
1927,"6' 1""",170 lbs.,,Orthodox,"Jul 07, 1986",Jon Manley
1928,"6' 1""",170 lbs.,,,,Steve Mann
1929,"5' 9""",135 lbs.,,Orthodox,"Jul 21, 1987",Chris Manuel
1930,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",Jimi Manuwa
1931,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 03, 1977",Cristiano Marcello
1932,"5' 5""",125 lbs.,,Orthodox,"Jan 04, 1982",Jose Maria
1933,"6' 1""",155 lbs.,"76""",Switch,"Oct 12, 1986",Marcos Mariano
1934,"5' 10""",170 lbs.,,,"Sep 02, 1986",Enrique Marin
1935,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988",Ronny Markes
1936,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 25, 1982",Rory Markham
1937,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",Randa Markos
1938,"5' 7""",125 lbs.,"69""",Orthodox,"Nov 08, 1985",Christina Marks
1939,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",Nate Marquardt
1940,"6' 6""",205 lbs.,"77""",Orthodox,"Dec 26, 1985",Danilo Marques
1941,"6' 2""",185 lbs.,"75""",Orthodox,"May 08, 1990",Julian Marquez
1942,"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981",Carmelo Marrero
1943,,,,,,Cesar Marscucci
1944,"6' 0""",265 lbs.,,Orthodox,"Sep 15, 1970",John Marsh
1945,,,,,,CJ Marsh
1946,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980",Eliot Marshall
1947,"5' 10""",205 lbs.,,Orthodox,"Sep 09, 1975",Doug Marshall
1948,"6' 2""",170 lbs.,,,"Aug 24, 1984",David Marshall
1949,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",Jack Marshman
1950,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",Terry Martin
1951,,,,,,Eric Martin
1952,"6' 0""",185 lbs.,,,,Justin Martin
1953,"6' 0""",205 lbs.,,,,Dave Martin
1954,"5' 9""",170 lbs.,,,,Joe Martin
1955,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",Anthony Rocco Martin
1956,"5' 4""",115 lbs.,"63""",Orthodox,"Jan 29, 1994",Mallory Martin
1957,"6' 2""",230 lbs.,,Southpaw,"Apr 19, 1990",Michal Martinek
1958,"6' 0""",199 lbs.,,Orthodox,,Rainy Martinez
1959,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985",Danny Martinez
1960,"5' 10""",155 lbs.,,,"Apr 22, 1984",Alonzo Martinez
1961,"5' 7""",155 lbs.,"69""",Southpaw,"Aug 07, 1983",Henry Martinez
1962,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994",Jonathan Martinez
1963,"5' 9""",145 lbs.,,,"Aug 19, 1983",Poppies Martinez
1964,"5' 9""",215 lbs.,,,,Andrew Martinez
1965,"5' 10""",135 lbs.,"70""",Orthodox,"Mar 25, 1996",Mana Martinez
1966,"5' 10""",155 lbs.,,,"Jul 17, 1991",Victor Martinez
1967,"5' 10""",250 lbs.,"72""",Orthodox,"Mar 04, 1986",Roque Martinez
1968,"6' 7""",390 lbs.,,Orthodox,"May 19, 1978",Wagner da Conceicao Martins
1969,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 16, 1982",Adriano Martins
1970,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988",Lucas Martins
1971,,155 lbs.,,,,Max Martyniouk
1972,"6' 1""",170 lbs.,"75""",Orthodox,"Apr 20, 1982",Bristol Marunde
1973,"5' 7""",139 lbs.,,Orthodox,"Apr 24, 1983",Shoji Maruyama
1974,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982",Mike Massenzio
1975,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 12, 1984",Jameel Massouh
1976,"5' 3""",115 lbs.,"65""",Orthodox,"Jul 31, 1994",Tiffany Masters
1977,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",Jorge Masvidal
1978,"5' 8""",205 lbs.,"67""",Orthodox,"Feb 23, 1994",Al Matavao
1979,"5' 7""",125 lbs.,,Orthodox,"Feb 27, 1986",Tateki Matsuda
1980,"5' 9""",200 lbs.,,Orthodox,"Dec 05, 1972",Daijiro Matsui
1981,"5' 7""",145 lbs.,,,"Mar 07, 1986",Koichiro Matsumoto
1982,"5' 6""",155 lbs.,,Orthodox,,Naoki Matsushita
1983,"5' 11""",185 lbs.,,,,AJ Matthews
1984,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",Jake Matthews
1985,,185 lbs.,,Orthodox,,Claudio Mattos
1986,"6' 2""",400 lbs.,,Orthodox,,John Matua
1987,,,,,,Francesco Maturi
1988,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",Vladimir Matyushenko
1989,"5' 3""",125 lbs.,"65""",Southpaw,"Jul 01, 1997",Miranda Maverick
1990,"5' 8""",145 lbs.,,Orthodox,"Dec 16, 1978",Elaina Maxwell
1991,"6' 1""",185 lbs.,,,"Oct 23, 1986",Jeremy May
1992,"6' 8""",255 lbs.,,Switch,"Apr 14, 1981",Jack May
1993,"6' 6""",260 lbs.,"81""",Orthodox,"Jan 16, 1992",Don'Tale Mayes
1994,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",Gray Maynard
1995,"5' 7""",125 lbs.,,,,Brooke Mayo
1996,"5' 6""",135 lbs.,"68""",Southpaw,"Aug 19, 1988",Gina Mazany
1997,"5' 7""",125 lbs.,"70""",Orthodox,"Mar 25, 1997",Sabina Mazo
1998,"5' 8""",155 lbs.,,Orthodox,"Aug 23, 1983",Scott McAfee
1999,,,,Orthodox,,Bobby McAndrews
2000,"6' 1""",155 lbs.,,Orthodox,"Mar 09, 1986",Michael McBride
2001,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984",Ian McCall
2002,"5' 4""",125 lbs.,"62""",Orthodox,"May 04, 1990",Molly McCann
2003,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980",Charles McCarthy
2004,"6' 7""",265 lbs.,"81""",Orthodox,"Jul 17, 1976",Sean McCorkle
2005,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981",Kris McCray
2006,"6' 4""",185 lbs.,"76""",Switch,"Nov 05, 1986",Tamdan McCrory
2007,"5' 9""",155 lbs.,"69""",Orthodox,"May 26, 1977",Rob McCullough
2008,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976",Justin McCully
2009,"6' 3""",185 lbs.,"75""",Southpaw,"May 03, 1983",Robert McDaniel
2010,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991",Michael McDonald
2011,,,,,,Scott McDonald
2012,,185 lbs.,,,,Josh McDonald
2013,"5' 7""",115 lbs.,,,"Aug 13, 1991",Miles McDonald
2014,"6' 6""",205 lbs.,,Orthodox,"Jan 04, 1980",Justin McElfresh
2015,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978",Drew McFedries
2016,"6' 6""",205 lbs.,,,"Oct 04, 1982",Liam McGeary
2017,"6' 10""",265 lbs.,,Orthodox,"Nov 20, 1976",Gan McGee
2018,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",Court McGee
2019,"5' 11""",170 lbs.,,,"Sep 27, 1986",Ryan McGillivray
2020,"6' 0""",185 lbs.,,Orthodox,"Jan 17, 1980",Ryan McGivern
2021,,,,Orthodox,,Jack McGlaughlin
2022,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988",Conor McGregor
2023,"5' 10""",155 lbs.,,Orthodox,"Apr 21, 1980",Greg McIntyre
2024,"5' 8""",155 lbs.,,Southpaw,"Mar 12, 1970",Antonio McKee
2025,"5' 10""",145 lbs.,,,,AJ McKee
2026,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995",Rhys McKee
2027,"5' 3""",115 lbs.,"58""",Orthodox,"Nov 07, 1999",Cory McKenna
2028,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 21, 1982",Tim McKenzie
2029,"6' 0""",155 lbs.,"72""",Switch,"Dec 16, 1987",Cody McKenzie
2030,"5' 11""",145 lbs.,"74""",Switch,"Sep 15, 1994",Terrance McKinney
2031,"5' 9""",155 lbs.,,,"May 12, 1984",Brian McLaughlin
2032,"5' 5""",145 lbs.,,,,Jason McLean
2033,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982",Garreth McLellan
2034,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980",Sara McMann
2035,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980",James McSweeney
2036,,,,,,Charles McTorry
2037,"6' 1""",185 lbs.,,,,Daniel McWilliams
2038,"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984",Tim Means
2039,"5' 10""",155 lbs.,"75""",Orthodox,"Sep 07, 1987",Yancy Medeiros
2040,"5' 6""",145 lbs.,,Orthodox,"May 01, 1988",Anistavio Medeiros
2041,"5' 3""",115 lbs.,,,,Kaline Medeiros
2042,"6' 1""",155 lbs.,"71""",Southpaw,"Apr 25, 1993",Uros Medic
2043,"5' 10""",193 lbs.,,Southpaw,,Todd Medina
2044,"5' 9""",180 lbs.,,,,Jason Medina
2045,"5' 11""",170 lbs.,"74""",Switch,"Aug 20, 1988",Emil Meek
2046,"6' 5""",265 lbs.,"75""",Orthodox,"Apr 05, 1994",Sanford Alton Meeks
2047,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987",Gerald Meerschaert
2048,"5' 10""",185 lbs.,,Southpaw,,Frank Megallon
2049,"6' 4""",205 lbs.,,,"May 30, 1985",Derrick Mehmen
2050,,205 lbs.,,Orthodox,,Miika Mehmet
2051,"6' 0""",170 lbs.,"73""",Orthodox,"Oct 10, 1989",Jordan Mein
2052,"6' 1""",170 lbs.,,,,Bryce Mejia
2053,"5' 8""",170 lbs.,,Orthodox,"May 28, 1982",Brian Melancon
2054,"5' 11""",155 lbs.,,Southpaw,"Mar 24, 1983",Brandon Melendez
2055,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982",Gilbert Melendez
2056,"5' 7""",170 lbs.,,Southpaw,,Marcelo Mello
2057,"5' 5""",155 lbs.,,Southpaw,,Fabio Mello
2058,"5' 5""",135 lbs.,"65""",Orthodox,"Mar 27, 1988",Vanessa Melo
2059,"6' 3""",205 lbs.,"77""",Southpaw,"Apr 19, 1981",Antonio Mendes
